name,required_age,is_free,short_description,supported_languages,header_image,website,ratings,categories,genre1,genre2,genre3,genre4,genre5,genres6,genres7
baldur's gate 3,18,False,"Baldur’s Gate 3 is a story-rich, party-based RPG set in the universe of Dungeons &amp; Dragons, where your choices shape a tale of fellowship and betrayal, survival and sacrifice, and the lure of absolute power.","English, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Turkish, Portuguese - Brazil, Italian, Spanish - Latin America, Traditional Chinese, Ukrainians ",https://cdn.akamai.steamstatic.com/steam/apps/1086940/header.jpg?t=1690304630,https://baldursgate3.game,8,Multiplayer,Adventure,RPG,Strategy,Early Access,,,
baldur's gate enhanced edition,10,False,"The classic adventure returns! Baldur’s Gate: Enhanced Edition includes the original Baldur’s Gate adventure, the Tales of the Sword Coast expansion, and all-new content including three new party members.","English, German, French, Spanish - Spain, Polish, Czech, Italian, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Turkish, Russian, Ukrainian, Hungarians ",https://cdn.akamai.steamstatic.com/steam/apps/228280/header.jpg?t=1632772481,https://www.beamdog.com/games/baldurs-gate-enhanced/,7,Multiplayer,Adventure,RPG,,,,,
baldur's gate ii enhanced edition,10,False,Rediscover the beloved RPG classic— now enhanced for modern adventurers! Gather your party of heroes and continue the legendary adventure in this story-rich fantasy epic where every choice matters.,"English, German, Spanish - Spain, Italian, Korean, Polish, Simplified Chinese, Russian, Frenchs ",https://cdn.akamai.steamstatic.com/steam/apps/257350/header.jpg?t=1618855937,https://www.beamdog.com/games/baldurs-gate-2-enhanced/,7,Multiplayer,Adventure,RPG,,,,,
banished,10,False,"In this city-building strategy game, you control a group of exiled travelers who decide to restart their lives in a new land. They have only the clothes on their backs and a cart filled with supplies from their homeland. The townspeople of Banished are your primary resource.",English,https://cdn.akamai.steamstatic.com/steam/apps/242920/header.jpg?t=1667584747,http://www.shiningrocksoftware.com,6,Singleplayer,Indie,Simulation,Strategy,,,,
barotrauma,18,False,"Barotrauma is a 2D co-op submarine simulator – in space, with survival horror and RPG elements. Steer your submarine, complete missions, fight monsters, fix leaks, operate machinery, man the guns and craft items, and stay alert: danger in Barotrauma doesn’t announce itself!","English, French, German, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Spain, Polish, Spanish - Latin America, Turkish, Japanese, Korean",https://cdn.akamai.steamstatic.com/steam/apps/602960/header.jpg?t=1688387270,http://barotraumagame.com/,7,Multiplayer,Action,Indie,Simulation,Strategy,,,
bastion,10,False,"Discover the secrets of the Calamity, a surreal catastrophe that shattered the world to pieces.","English, French, German, Italian, Spanish - Spain, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/107100/header.jpg?t=1670649904,https://www.supergiantgames.com/games/bastion/,8,Singleplayer,Action,Indie,RPG,,,,
batman  arkham knight,16,False,"Batman™: Arkham Knight brings the award-winning Arkham trilogy from Rocksteady Studios to its epic conclusion. Developed exclusively for New-Gen platforms, Batman: Arkham Knight introduces Rocksteady's uniquely designed version of the Batmobile.","English, French, German, Italian, Spanish - Spain, Korean, Portuguese - Brazil, Polish, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/208650/header.jpg?t=1681938976,https://www.batmanarkhamknight.com/,6,Singleplayer,Action,Adventure,,,,,
batman  arkham origins,18,False,"As of December 4, 2016, the online services portion of Batman: Arkham Origins will be retired. We thank those that have joined us to battle over the last 3 years. The Single player campaign may still be played and enjoyed offline.","English, German, French, Italian, Korean, Spanish - Spain, Russian, Polish, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/209000/header.jpg?t=1681234740,http://www.batmanarkhamorigins.com/,6,Singleplayer,Action,Adventure,,,,,
batman arkham asylum game of the year edition,15,False,Experience what it’s like to be Batman and face off against Gotham's greatest villians. Explore every inch of Arkham Asylum and roam freely on the infamous island.,"English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/35140/header.jpg?t=1681938587,http://rocksteadyltd.com/#arkham-asylum,9,Singleplayer,Action,Adventure,,,,,
batman arkham city  game of the year edition,15,False,Get Batman: Arkham City and all DLC for one low price with the release of the GOTY Edition!,"English, French, German, Italian, Polish, Portuguese - Brazil, Russian, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/200260/header.jpg?t=1681938743,http://community.batmanarkhamcity.com/,9,Singleplayer,Action,Adventure,,,,,
battlebit remastered,15,False,"BattleBit Remastered is a low-poly, massive multiplayer FPS, supporting 254 players per server. Battle on a near-fully destructible map with various vehicles!","English, French, German, Italian, Spanish - Spain, Arabic, Czech, Dutch, Finnish, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Belarusian, Estonian, Macedonian, Serbian, Slovak",https://cdn.akamai.steamstatic.com/steam/apps/671860/header.jpg?t=1686877598,http://joinbattlebit.com,8,Multiplayer,Action,Massively Multiplayer,Early Access,,,,
battleblock theater ,18,False,"Welcome to BattleBlock Theater! You’ve got no where to go but up...on stage. Play single player or co-op to free your friends and save Hatty Hattington! Jump, solve and battle your way through a mysterious theater inhabited by highly technological felines.","English, French, German, Italian, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/238460/header.jpg?t=1676588712,https://www.battleblocktheater.com,8,Multiplayer,Action,Adventure,Casual,Indie,,,
battlefield  1,15,False,"Battlefield™ 1 takes you back to The Great War, WW1, where new technology and worldwide conflict changed the face of warfare forever.","English, French, German, Italian, Spanish - Spain, Polish, Russian, Traditional Chinese, Arabic, Japanese, Portuguese - Brazil, Spanish - Latin America, Turkishs ",https://cdn.akamai.steamstatic.com/steam/apps/1238840/header.jpg?t=1664070400,https://www.ea.com/games/battlefield/battlefield-1,8,Multiplayer,Action,Massively Multiplayer,,,,,
battlefield  2042,10,False,Never back down in Season 5: New Dawn. Battlefield™ 2042 is a first-person shooter that marks the return to the iconic all-out warfare of the franchise.,"English, French, German, Italian, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1517290/header.jpg?t=1690391242,https://www.ea.com/games/battlefield/battlefield-2042/,7,Multiplayer,Action,Adventure,Casual,,,,
battlefield  v,18,False,"This is the ultimate Battlefield V experience. Enter mankind’s greatest conflict with the complete arsenal of weapons, vehicles, and gadgets plus the best customization content of Year 1 and 2.","English, French, German, Italian, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1238810/header.jpg?t=1664070673,https://www.ea.com/games/battlefield/battlefield-5,8,Multiplayer,Action,,,,,,
battlefield bad company  2,15,False,Battlefield: Bad Company 2™ brings the award-winning Battlefield gameplay to the forefront of PC gaming with best-in-class vehicular combat and unexpected &quot;Battlefield moments.&quot; New vehicles like the ATV and a transport helicopter allow for all-new multiplayer tactics on the Battlefield. With the Frostbite-enabled Destruction 2.,"English, French, German, Italian, Japanese, Polish, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/24960/header.jpg?t=1682701509,http://battlefieldbadcompany2.com,8,Multiplayer,Action,,,,,,
battlerite,10,True,BATTLERITE​ ​is​ ​an​ ​action-packed​ ​team​ ​arena​ ​brawler.​ ​Experience​ ​the​ ​unique​ ​combination​ ​of​ top-down​ ​shooter​ meets​ ​fast-paced​ ​fighting​ ​game and challenge ​friends​ ​and​ foes​ ​in​ ​a​ ​battle​ ​of reaction. The Arena awaits!,"English, French, German, Italian, Spanish - Spain, Russian, Portuguese - Brazil, Simplified Chinese, Korean, Turkish, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/504370/header.jpg?t=1667471790,https://www.battlerite.com/,8,Multiplayer,Action,Free to Play,,,,,
battletech,16,False,"Take command of your own mercenary outfit of 'Mechs and the MechWarriors that pilot them, struggling to stay afloat as you find yourself drawn into a brutal interstellar civil war.","English, French, German, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/637090/header.jpg?t=1678188547,http://battletechgame.com/,7,Multiplayer,Action,Adventure,Strategy,,,,
bayonetta,15,False,PlatinumGames’ universally acclaimed action masterpiece finally comes to PC. Experience the over-the-top stylish action in 60fps at unlocked HD resolutions. The definitive way to play: being bad never felt so good.,"English, French, German, Italian, Spanish - Spain, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/460790/header.jpg?t=1670260448,,9,Singleplayer,Action,Adventure,,,,,
beamng.drive,15,False,A dynamic soft-body physics vehicle simulator capable of doing just about anything.,"English, French, Japanese, Korean, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/284160/header.jpg?t=1670937192,https://www.beamng.com,8,Singleplayer,Racing,Simulation,Early Access,,,,
beat saber,10,False,"Beat Saber is a VR rhythm game where you slash the beats of adrenaline-pumping music as they fly towards you, surrounded by a futuristic world.","English, French, German, Spanish - Spain, Japanese, Korean, Spanish - Latin Americas ",https://cdn.akamai.steamstatic.com/steam/apps/620980/header.jpg?t=1688089806,http://beatsaber.com,9,Multiplayer,Indie,,,,,,
beholder,10,False,"You’re a state-installed landlord in a totalitarian country. Place listening devices, steal and sneak into your tenants’ apartments. Use what you uncovered to report anyone capable of plotting against the state. You MUST! But WILL you?","English, Russian, French, German, Simplified Chinese, Italian, Traditional Chinese, Japanese, Polish, Spanish - Spain, Portuguese - Brazil, Dutch, Turkish, Koreans ",https://cdn.akamai.steamstatic.com/steam/apps/475550/header.jpg?t=1685701972,https://beholder-game.com/promo,6,Singleplayer,Adventure,Indie,Strategy,,,,
besiege,10,False,"Besiege is a physics based building game in which you construct medieval siege engines. Battle your way through a 54 level singleplayer campaign, unleash chaos with your friends in multiplayer, create your own worlds with the level editor, customize your game with mods through the workshop.","English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Russian, Simplified Chinese, Italian, Polish, Portuguese - Brazil, Traditional Chinese, Turkish",https://cdn.akamai.steamstatic.com/steam/apps/346010/header.jpg?t=1661441186,http://www.besiege.spiderlinggames.co.uk/,6,Multiplayer,Indie,Simulation,,,,,
bigfoot,18,False,You are a Bigfoot hunter with an important mission: to put an end to rumours once and for all and prove to yourself that Bigfoot is not just a myth or an invention of the mind...,"English, German, Russian, Ukrainian, French, Italian, Spanish - Spain, Arabic, Simplified Chinese, Korean, Polish, Portuguese - Portugal, Turkish, Japanese",https://cdn.akamai.steamstatic.com/steam/apps/509980/header.jpg?t=1690314205,https://www.cyberlightgs.com,9,Multiplayer,Action,Adventure,Indie,Early Access,,,
bioshock ,18,False,"BioShock is a shooter unlike any you've ever played, loaded with weapons and tactics never seen. You'll have a complete arsenal at your disposal from simple revolvers to grenade launchers and chemical throwers, but you'll also be forced to genetically modify your DNA to create an even more deadly weapon: you.","English, French, German, Italian, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/7670/header.jpg?t=1568739889,http://www.BioShockGame.com,10,Singleplayer,Action,RPG,,,,,
